,move,best_move,fen_position,eval_drop,color,game_uuid,result,time_control
0,f1g2,g1f3,rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,0.32,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
1,e2e4,d1b3,r4rk1/pp4pp/2p1q3/3n1p2/8/3P2P1/PP2PPBP/2RQ1RK1 w - - 0 16,0.52,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
2,f1e1,a2a3,r4rk1/pp4pp/2p1qn2/8/4P3/6P1/PP3PBP/2RQ1RK1 w - - 1 18,0.33000000000000007,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
3,f2f4,e4e5,r4r1k/pp4pp/2p1qn2/8/4P3/6P1/PP3PBP/2RQR1K1 w - - 3 19,1.1999999999999997,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
4,b2b3,e4e5,r4r1k/pp2q1pp/2p2n2/8/4PP2/6P1/PP4BP/2RQR1K1 w - - 1 20,0.38000000000000034,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
5,e4e5,c1d1,3r1r1k/pp4pp/2p2n2/8/1q2PP2/1P4P1/P3Q1BP/2R1R1K1 w - - 3 22,0.41000000000000014,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
6,g1h1,c4c5,5r1k/pp4pp/1qp2n2/4P3/2Q2P2/1P4P1/P2r2BP/2R1R1K1 w - - 3 24,4.42,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
7,c4c5,c4f1,5r1k/pp4pp/1qp5/4P3/2Q2Pn1/1P4P1/P2r2BP/2R1R2K w - - 5 25,0.6000000000000001,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
8,c1c5,c1c5,5r1k/pp4pp/2p5/2q1P3/5P2/1P4P1/P2r1nBP/2R1R1K1 w - - 0 27,0.94,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
9,b3b4,g2e4,7k/pp4pp/2p5/4P3/P4P2/1P1r2P1/5KBP/8 w - - 2 33,0.69,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
10,f2e2,g3g4,6k1/pp4pp/2p5/4P3/PP3P2/3r2P1/5KBP/8 w - - 1 34,0.79,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
11,g2c6,g2f1,6k1/p5pp/1p6/1P2P3/3r1P2/6P1/4K1BP/8 w - - 0 37,0.86,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
12,e3d3,c6d5,8/p4kpp/1pB5/1P2P3/2r2P2/4K1P1/7P/8 w - - 4 39,10.11,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
13,g3g4,c6e4,8/p4kpp/1pB5/1Pr1P3/5P2/3K2P1/7P/8 w - - 6 40,0.56,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
14,h2h4,c6e4,8/p3k1pp/1pB5/1Pr1P3/5PP1/3K4/7P/8 w - - 1 41,0.3599999999999999,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
15,d3d4,c6e4,8/4k1pp/1pB5/pPr1P3/5PPP/3K4/8/8 w - a6 0 42,2.0,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
16,f4f5,d4e3,8/4k1pp/1pB5/1Pr1P3/p2K1PPP/8/8/8 w - - 0 43,0.8600000000000003,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
17,g4g5,c6d5,8/4k1pp/1pB5/1Pr1PP2/3K2PP/p7/8/8 w - - 0 44,0.3199999999999994,w,7d22d7d7-685c-11ef-a6d9-6cfe544c0428,resigned,600
18,f1g2,g1f3,rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,0.31,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
19,c4d5,g1f3,rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4,0.36,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
20,b1c3,c1g5,r1bqk2r/pp3ppp/2nb1n2/3pp3/8/3P1NP1/PP2PPBP/RNBQ1RK1 w kq - 4 8,0.31999999999999995,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
21,b6c8,f3d2,1rb1k2r/1p3pp1/pNnbq2p/4p3/8/3P1NP1/PP2PPBP/R2Q1RK1 w k - 3 13,0.34999999999999987,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
22,f3d2,d3d4,2r2rk1/1p4p1/p1nbq2p/4pp2/8/P2P1NP1/1P2PPBP/2RQ1RK1 w - - 0 16,0.8699999999999997,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
23,d2c4,g2c6,2r2r1k/1p4p1/p1nbq2p/4pp2/8/P2P2P1/1P1NPPBP/2RQ1RK1 w - - 2 17,1.03,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
24,b6c4,e2e3,3rq2k/1pr3p1/pNnb3p/3Bpp2/8/P2P2P1/1P2PP1P/2RQ1RK1 w - - 8 20,0.52,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
25,c4d6,e2e3,3r3k/1pr1q1p1/p1nb3p/3Bpp2/2N5/P2P2P1/1P2PP1P/2RQ1RK1 w - - 10 21,0.96,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
26,d1d2,c1c6,3r3k/1p4p1/p1rq3p/4pp2/8/P2P2P1/1P2PP1P/2RQ1RK1 w - - 0 23,0.5199999999999998,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
27,g2f3,e2e4,8/6p1/p1p1k2p/4pp2/8/P2P2P1/1P2PPKP/8 w - - 2 31,0.33000000000000007,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
28,h2h3,g3g4,8/6p1/p1p4p/3kpp2/8/P2P1KP1/1P2PP1P/8 w - - 4 32,1.4899999999999998,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
29,e2e4,g3g4,8/8/p1p4p/3kppp1/8/P2P1KPP/1P2PP2/8 w - - 0 33,2.49,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
30,h3h4,f3g4,8/8/p1p4p/4p1p1/3kP3/P4KPP/1P3P2/8 w - - 1 35,0.7,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
31,a3a4,f3g4,8/8/p6p/2p1p3/3kP2P/P4K2/1P3P2/8 w - - 0 37,4.0200000000000005,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
32,c5b4,a4a5,8/8/8/2K4p/Pp6/6k1/8/8 w - - 0 48,5.180000000000001,w,61121543-6872-11ef-a6d9-6cfe544c0428,resigned,600
33,d1b3,d2d4,rnbqk2r/ppp1npbp/6p1/3p4/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 7,0.7100000000000001,w,5eb322bf-6a0a-11ef-a6d9-6cfe544c0428,insufficient,600
34,f1b1,f3h4,6k1/pr2qpb1/1n4pp/8/3P4/1Q2PNP1/P4PBP/5RK1 w - - 1 22,1.3599999999999999,w,5eb322bf-6a0a-11ef-a6d9-6cfe544c0428,insufficient,600
